word,frequency_rank,wcount,log_w,w_cd
浅尝辄止,56381,3,0.4771,3
百分之七十,56382,3,0.4771,3
漠漠,56383,3,0.4771,2
卫生学,56384,3,0.4771,2
铺盖卷,56385,3,0.4771,3
布瑞冈,56386,3,0.4771,1
威彻,56387,3,0.4771,3
四百二十五,56388,3,0.4771,2
不争,56389,3,0.4771,3
镁粉,56390,3,0.4771,2
木条,56391,3,0.4771,3
拉米雷兹,56392,3,0.4771,2
俭,56393,3,0.4771,3
聪聪,56394,3,0.4771,2
舍伍德·莫瑞尔,56395,3,0.4771,1
阿美尼亚,56396,3,0.4771,2
熟习,56397,3,0.4771,3
凯文·纳,56398,3,0.4771,1
磕碰,56399,3,0.4771,3
欧甘纳,56400,3,0.4771,1
泰特尔,56401,3,0.4771,1
中立国,56402,3,0.4771,3
希斯克利夫,56403,3,0.4771,2
宋青,56404,3,0.4771,1
天蓝,56405,3,0.4771,3
奥克塔维奥,56406,3,0.4771,1
畜牧业,56407,3,0.4771,3
敌群,56408,3,0.4771,3
板擦,56409,3,0.4771,3
对流层,56410,3,0.4771,3
弗雷德·阿斯泰尔,56411,3,0.4771,3
雅马克,56412,3,0.4771,1
月岩,56413,3,0.4771,1
黛恩,56414,3,0.4771,1
晨雾,56415,3,0.4771,3
国书,56416,3,0.4771,3
武道会,56417,3,0.4771,1
电烤箱,56418,3,0.4771,1
艾西,56419,3,0.4771,1
荡气回肠,56420,3,0.4771,3
阿尔卑斯山脉,56421,3,0.4771,2
乌兹别克人,56422,3,0.4771,2
二百两,56423,3,0.4771,1
生机蓬勃,56424,3,0.4771,1
国债,56425,3,0.4771,3
镶板,56426,3,0.4771,3
和乔伊,56427,3,0.4771,3
利波维茨,56428,3,0.4771,1
平视,56429,3,0.4771,3
高南,56430,3,0.4771,1
达内尔,56431,3,0.4771,1
儿朝天,56432,3,0.4771,3
破碎机,56433,3,0.4771,2
起头,56434,3,0.4771,3
菜市,56435,3,0.4771,3
柏坦,56436,3,0.4771,1
巴罗斯,56437,3,0.4771,2
多明哥·阿斯帕扎,56438,3,0.4771,1
公德,56439,3,0.4771,3
盛瑞,56440,3,0.4771,1
蚕丝,56441,3,0.4771,3
昌武,56442,3,0.4771,1
燮,56443,3,0.4771,1
达利克,56444,3,0.4771,2
富态,56445,3,0.4771,3
阿伯特,56446,3,0.4771,3
木纹,56447,3,0.4771,3
平足,56448,3,0.4771,3
结石,56449,3,0.4771,2
道高一尺,56450,3,0.4771,3
电磁铁,56451,3,0.4771,3
开讲,56452,3,0.4771,3
开诊,56453,3,0.4771,3
伯金,56454,3,0.4771,1
引吭高歌,56455,3,0.4771,3
路警,56456,3,0.4771,3
平谷,56457,3,0.4771,1
菲律宾人,56458,3,0.4771,3
溏,56459,3,0.4771,3
道外,56460,3,0.4771,1
建校,56461,3,0.4771,3
莱瑞,56462,3,0.4771,1
墨绿色,56463,3,0.4771,3
道姑,56464,3,0.4771,1
布莱安妮·塔里斯,56465,3,0.4771,1
奥克塔维亚,56466,3,0.4771,2
戴米恩·卡特,56467,3,0.4771,1
出土文物,56468,3,0.4771,3
艾肯,56469,3,0.4771,3
兰熊,56470,3,0.4771,1
软着陆,56471,3,0.4771,3
易洛魁,56472,3,0.4771,3
柏德,56473,3,0.4771,2
艾菊,56474,3,0.4771,1
艾莫,56475,3,0.4771,2
始建,56476,3,0.4771,3
阿巴思诺特,56477,3,0.4771,1
船工,56478,3,0.4771,3
废油,56479,3,0.4771,3
善礼,56480,3,0.4771,1
康耐利,56481,3,0.4771,1
茅舍,56482,3,0.4771,2
呈送,56483,3,0.4771,3
卡默洛特城,56484,3,0.4771,2
环环,56485,3,0.4771,3
爱卡尔,56486,3,0.4771,3
帮我,56487,3,0.4771,3
膀胱炎,56488,3,0.4771,3
决然,56489,3,0.4771,2
废液,56490,3,0.4771,2
罗杰·德卜利斯,56491,3,0.4771,1
忌辰,56492,3,0.4771,3
纸船,56493,3,0.4771,1
歌友会,56494,3,0.4771,1
俊勇,56495,3,0.4771,2
嘶叫,56496,3,0.4771,2
泰普,56497,3,0.4771,1
贪污犯,56498,3,0.4771,2
吨位,56499,3,0.4771,3
掌勺,56500,3,0.4771,3
安纳托里,56501,3,0.4771,1
林正焕,56502,3,0.4771,1
兰登,56503,3,0.4771,1
发潮,56504,3,0.4771,2
警报灯,56505,3,0.4771,3
贾纳斯,56506,3,0.4771,1
泰斯勒,56507,3,0.4771,1
扁舟,56508,3,0.4771,3
火夫,56509,3,0.4771,1
车流量,56510,3,0.4771,3
亨利·比斯耐,56511,3,0.4771,1
磨工,56512,3,0.4771,2
原素,56513,3,0.4771,3
朱迪·霍利德,56514,3,0.4771,1
贝塞斯达,56515,3,0.4771,3
摩挲,56516,3,0.4771,3
故伎,56517,3,0.4771,3
本杰明·丹兹,56518,3,0.4771,1
熟手,56519,3,0.4771,3
遭灾,56520,3,0.4771,2
迴,56521,3,0.4771,3
阿尔巴,56522,3,0.4771,2
何玲,56523,3,0.4771,1
比尔·拉泽,56524,3,0.4771,1
库鲁库鲁,56525,3,0.4771,1
思虑,56526,3,0.4771,3
莱亚,56527,3,0.4771,3
祖克门,56528,3,0.4771,1
顶板,56529,3,0.4771,2
编织袋,56530,3,0.4771,2
六波,56531,3,0.4771,1
虎牙,56532,3,0.4771,1
积存,56533,3,0.4771,3
建厂,56534,3,0.4771,3
赛科特,56535,3,0.4771,2
阿苏,56536,3,0.4771,2
查利·艾格斯,56537,3,0.4771,1
艾德文,56538,3,0.4771,1
饱眼福,56539,3,0.4771,3
阿舍,56540,3,0.4771,1
泰勒·威德尔,56541,3,0.4771,1
巴罗克,56542,3,0.4771,1
维莱特堡,56543,3,0.4771,1
克莱德·亨德森,56544,3,0.4771,1
圆脸,56545,3,0.4771,2
兰佐,56546,3,0.4771,1
史帝佛,56547,3,0.4771,2
迪林,56548,3,0.4771,1
万苏克,56549,3,0.4771,1
埃斯顿·马丁,56550,3,0.4771,1
工作制,56551,3,0.4771,3
检查哨,56552,3,0.4771,3
史雷贝克,56553,3,0.4771,1
索耶儿,56554,3,0.4771,1
欧文·格林,56555,3,0.4771,1
爱卫森,56556,3,0.4771,1
爱德华佛伦奇,56557,3,0.4771,1
黄粱一梦,56558,3,0.4771,3
拉乌,56559,3,0.4771,2
辛纳塔,56560,3,0.4771,2
国殇,56561,3,0.4771,2
战成,56562,3,0.4771,3
长话,56563,3,0.4771,3
留后路,56564,3,0.4771,3
贝格利,56565,3,0.4771,1
帮厨,56566,3,0.4771,2
战抖,56567,3,0.4771,3
起早贪黑,56568,3,0.4771,3
辘,56569,3,0.4771,2
赛兰尼,56570,3,0.4771,1
乔斯顿,56571,3,0.4771,1
菜板,56572,3,0.4771,3
挂载,56573,3,0.4771,2
船歌,56574,3,0.4771,2
九九,56575,3,0.4771,3
詹妮佛·安妮斯顿,56576,3,0.4771,2
育儿袋,56577,3,0.4771,2
佛雷德里克,56578,3,0.4771,1
马埃斯特腊,56579,3,0.4771,1
丹杰瑞,56580,3,0.4771,1
戈尔登,56581,3,0.4771,1
俭省,56582,3,0.4771,2
阿尔利,56583,3,0.4771,1
蓦然,56584,3,0.4771,3
阿尔克,56585,3,0.4771,1
勇虎,56586,3,0.4771,1
世通,56587,3,0.4771,1
调人,56588,3,0.4771,3
雷吉斯,56589,3,0.4771,1
丽莎·维尔德,56590,3,0.4771,1
圣彼得斯堡,56591,3,0.4771,1
欣苏,56592,3,0.4771,1
原物,56593,3,0.4771,3
晶恩,56594,3,0.4771,1
中继器,56595,3,0.4771,2
叛兵,56596,3,0.4771,2
吉米·彼莱斯,56597,3,0.4771,1
杰娜,56598,3,0.4771,2
阿森尼奥·霍尔,56599,3,0.4771,1
大卫·古德斯丁,56600,3,0.4771,1
名扬天下,56601,3,0.4771,3
笔法,56602,3,0.4771,3
怅然,56603,3,0.4771,1
冒头,56604,3,0.4771,3
兽欲,56605,3,0.4771,3
调入,56606,3,0.4771,3
战祸,56607,3,0.4771,3
罗伯特·贝克,56608,3,0.4771,1
索尼亚·伯恩,56609,3,0.4771,1
公布栏,56610,3,0.4771,1
布雷尔,56611,3,0.4771,2
钩虫,56612,3,0.4771,2
门可罗雀,56613,3,0.4771,3
卫生所,56614,3,0.4771,2
圆锥,56615,3,0.4771,3
杰奎,56616,3,0.4771,1
狐狸皮,56617,3,0.4771,2
馨香,56618,3,0.4771,3
马代尔,56619,3,0.4771,1
克罗斯比,56620,3,0.4771,3
达赖斯·里斯,56621,3,0.4771,1
伽班,56622,3,0.4771,3
抹煞,56623,3,0.4771,3
爱德华·德·乔尼斯,56624,3,0.4771,1
戴兹,56625,3,0.4771,1
格拉斯科,56626,3,0.4771,1
墩布,56627,3,0.4771,3
佩皮菲,56628,3,0.4771,1
肺鱼,56629,3,0.4771,1
冻疮,56630,3,0.4771,3
特奎,56631,3,0.4771,2
积习,56632,3,0.4771,3
珍妮特·迪丽,56633,3,0.4771,1
杰西·欧文斯,56634,3,0.4771,3
积云,56635,3,0.4771,3
克卡兹,56636,3,0.4771,1
五行,56637,3,0.4771,3
顶牛,56638,3,0.4771,3
阿斯特丽德,56639,3,0.4771,1
西尔维,56640,3,0.4771,2
轻便车,56641,3,0.4771,1
明肃,56642,3,0.4771,1
数量级,56643,3,0.4771,3
界碑,56644,3,0.4771,2
檀木,56645,3,0.4771,3
弗瑞迪,56646,3,0.4771,3
莱吉,56647,3,0.4771,1
无烟,56648,3,0.4771,3
带班,56649,3,0.4771,2
堪培拉,56650,3,0.4771,1
伉俪,56651,3,0.4771,3
忽忽,56652,3,0.4771,3
永妮,56653,3,0.4771,1
玉兔,56654,3,0.4771,1
善姬,56655,3,0.4771,1
红药水,56656,3,0.4771,3
卡尔利,56657,3,0.4771,1
格莱德,56658,3,0.4771,2
长骨,56659,3,0.4771,3
杰兹,56660,3,0.4771,2
杰儿,56661,3,0.4771,1
质检员,56662,3,0.4771,3
尼科尔斯,56663,3,0.4771,1
阿布勒,56664,3,0.4771,1
辐照,56665,3,0.4771,1
邦乔,56666,3,0.4771,1
汤姆逊,56667,3,0.4771,3
冒名,56668,3,0.4771,3
金哲秀,56669,3,0.4771,2
布兰奇·冈德森,56670,3,0.4771,1
艾瑞纳·戴瑞沃克,56671,3,0.4771,2
木器,56672,3,0.4771,3
杰克·霍尔,56673,3,0.4771,1
戴夫·米勒,56674,3,0.4771,1
罗森洛伊,56675,3,0.4771,1
梦呓,56676,3,0.4771,3
猪粪,56677,3,0.4771,3
一点三,56678,3,0.4771,3
附属国,56679,3,0.4771,3
卡莱拉,56680,3,0.4771,1
洒水机,56681,3,0.4771,3
安阳市,56682,3,0.4771,1
卡罗莱苏珊娜,56683,3,0.4771,1
奥因卡,56684,3,0.4771,1
安娜贝儿,56685,3,0.4771,1
众院,56686,3,0.4771,3
细水长流,56687,3,0.4771,3
绞车,56688,3,0.4771,3
施特恩贝格,56689,3,0.4771,1
乙级,56690,3,0.4771,3
储罐,56691,3,0.4771,2
规范化,56692,3,0.4771,2
二十两,56693,3,0.4771,2
海洋学,56694,3,0.4771,3
贝瑟,56695,3,0.4771,1
贿赂罪,56696,3,0.4771,3
精典,56697,3,0.4771,2
萨莫,56698,3,0.4771,1
老实巴交,56699,3,0.4771,3
杰里米·菲奇,56700,3,0.4771,1
布洛根,56701,3,0.4771,1
花消,56702,3,0.4771,3
萨利文,56703,3,0.4771,3
萧邦,56704,3,0.4771,2
南汉普顿,56705,3,0.4771,2
哑语,56706,3,0.4771,3
关小点,56707,3,0.4771,3
伊塞德王,56708,3,0.4771,1
斯卡特法克斯,56709,3,0.4771,1
坎波斯,56710,3,0.4771,1
铋,56711,3,0.4771,3
桑德拉·多金,56712,3,0.4771,1
皇朝,56713,3,0.4771,1
麦逊镇,56714,3,0.4771,1
姜英奎,56715,3,0.4771,1
艾米里欧,56716,3,0.4771,1
波莫纳,56717,3,0.4771,3
丁子,56718,3,0.4771,3
远藤,56719,3,0.4771,2
瑶,56720,3,0.4771,3
说怪话,56721,3,0.4771,3
彼特森,56722,3,0.4771,1
年历,56723,3,0.4771,3
电视片,56724,3,0.4771,3
费依,56725,3,0.4771,1
作奸犯科,56726,3,0.4771,3
亚布伦,56727,3,0.4771,1
灼灼,56728,3,0.4771,3
电焊,56729,3,0.4771,3
缴付,56730,3,0.4771,3
辛克勒,56731,3,0.4771,1
根目录,56732,3,0.4771,3
电路图,56733,3,0.4771,3
异心,56734,3,0.4771,3
笋尖,56735,3,0.4771,1
喀钦娜,56736,3,0.4771,1
格内,56737,3,0.4771,1
花架,56738,3,0.4771,3
奥委会,56739,3,0.4771,3
南卡罗莱,56740,3,0.4771,3
一拖,56741,3,0.4771,2
洛蕾,56742,3,0.4771,2
爱利斯,56743,3,0.4771,1
黄樟,56744,3,0.4771,3
鲁比·蒂维斯,56745,3,0.4771,1
雀巢,56746,3,0.4771,3
奥萨马·本·拉登,56747,3,0.4771,3
美甲,56748,3,0.4771,3
花斑,56749,3,0.4771,3
早出晚归,56750,3,0.4771,3
气呼呼,56751,3,0.4771,3
侮,56752,3,0.4771,3
禀赋,56753,3,0.4771,3
芬达,56754,3,0.4771,3
争权夺利,56755,3,0.4771,2
图书奖,56756,3,0.4771,3
菲丽西迪,56757,3,0.4771,1
千田,56758,3,0.4771,1
黄栌,56759,3,0.4771,1
谢尔比·康敏斯,56760,3,0.4771,1
青花瓷,56761,3,0.4771,2
科库伊,56762,3,0.4771,1
身强体壮,56763,3,0.4771,3
巴豆,56764,3,0.4771,2
作到,56765,3,0.4771,3
拉姆斯查特,56766,3,0.4771,1
淤积,56767,3,0.4771,3
克莱姆斯通,56768,3,0.4771,1
西裤,56769,3,0.4771,3
交管局,56770,3,0.4771,3
田径运动,56771,3,0.4771,3
豁嘴,56772,3,0.4771,1
里奇利,56773,3,0.4771,1
泰勒·盖奇,56774,3,0.4771,1
随俗,56775,3,0.4771,3
一大群,56776,3,0.4771,3
单元房,56777,3,0.4771,3
纳斯提亚·柳金,56778,3,0.4771,1
皮格马利翁,56779,3,0.4771,3
柏森,56780,3,0.4771,3
景物,56781,3,0.4771,3
丹娜妮莎,56782,3,0.4771,1
个人崇拜,56783,3,0.4771,3
金斯伯格,56784,3,0.4771,3
巴达,56785,3,0.4771,3
伪造罪,56786,3,0.4771,3
奥列克,56787,3,0.4771,1
一斑,56788,3,0.4771,3
千千,56789,3,0.4771,1
一方,56790,3,0.4771,3
赌本,56791,3,0.4771,3
布洛斯,56792,3,0.4771,1
一无,56793,3,0.4771,3
圣约瑟,56794,3,0.4771,3
三五,56795,3,0.4771,3
小商贩,56796,3,0.4771,3
皇玺,56797,3,0.4771,1
老陈,56798,3,0.4771,2
班福德,56799,3,0.4771,1
霍斯基,56800,3,0.4771,1
掺假,56801,3,0.4771,3
一端,56802,3,0.4771,3
红男绿女,56803,3,0.4771,3
魏思勒,56804,3,0.4771,1
珍异,56805,3,0.4771,3
旗袍,56806,3,0.4771,2
金鸡奖,56807,3,0.4771,1
三侠,56808,3,0.4771,1
吉米·诺克斯,56809,3,0.4771,1
食欲不振,56810,3,0.4771,3
舒马科,56811,3,0.4771,1
刘日汉,56812,3,0.4771,2
化整为零,56813,3,0.4771,3
大黑杰克,56814,3,0.4771,1
费多,56815,3,0.4771,1
安提培特,56816,3,0.4771,1
眼高手低,56817,3,0.4771,3
试样,56818,3,0.4771,2
胡马纳,56819,3,0.4771,1
孟大纳,56820,3,0.4771,1
盟誓,56821,3,0.4771,3
蔚蓝色,56822,3,0.4771,3
科妮莉娅,56823,3,0.4771,1
艾尔·帕西诺,56824,3,0.4771,3
入托,56825,3,0.4771,3
主程序,56826,3,0.4771,3
翠绿色,56827,3,0.4771,1
倪索斯,56828,3,0.4771,1
但蒂莫西,56829,3,0.4771,1
吉里克,56830,3,0.4771,1
黄甫,56831,3,0.4771,1
坐井观天,56832,3,0.4771,3
强尼维克汉姆,56833,3,0.4771,1
摊床,56834,3,0.4771,1
胶着状态,56835,3,0.4771,3
科特迪瓦,56836,3,0.4771,3
抛光剂,56837,3,0.4771,3
抑扬顿挫,56838,3,0.4771,3
玛莉·尼克斯,56839,3,0.4771,1
砸锅卖铁,56840,3,0.4771,2
谢里,56841,3,0.4771,3
麦克·蒂维,56842,3,0.4771,1
齐默曼,56843,3,0.4771,2
麦泰罗,56844,3,0.4771,1
维琪·瓦尔,56845,3,0.4771,1
挡风遮雨,56846,3,0.4771,3
卢克斯,56847,3,0.4771,1
入港,56848,3,0.4771,2
爱德华·乔治·卢迪,56849,3,0.4771,1
匆,56850,3,0.4771,2
赫梅斯,56851,3,0.4771,1
斯托布罗·蒂维斯,56852,3,0.4771,1
一名超,56853,3,0.4771,3
紫苏,56854,3,0.4771,3
生产能力,56855,3,0.4771,3
路易斯·普洛特洛,56856,3,0.4771,1
莱尔·拉维特,56857,3,0.4771,2
支使,56858,3,0.4771,3
荻,56859,3,0.4771,1
多事之秋,56860,3,0.4771,3
吉尔吉斯斯坦,56861,3,0.4771,3
如数家珍,56862,3,0.4771,3
腾国明,56863,3,0.4771,1
丹佐,56864,3,0.4771,2
老马,56865,3,0.4771,3
哈弗洛克,56866,3,0.4771,1
贝桥,56867,3,0.4771,1
克劳莉,56868,3,0.4771,1
格兰芬,56869,3,0.4771,2
岁岁年年,56870,3,0.4771,2
奚,56871,3,0.4771,1
维罗布鲁克,56872,3,0.4771,1
税率,56873,3,0.4771,3
廁,56874,3,0.4771,2
皇粮,56875,3,0.4771,2
生死线,56876,3,0.4771,3
美惠,56877,3,0.4771,2
帕多尔,56878,3,0.4771,1
杀人越货,56879,3,0.4771,3
悠闲自在,56880,3,0.4771,3
茶道,56881,3,0.4771,3
张富辛,56882,3,0.4771,1
氮化,56883,3,0.4771,3
金大中,56884,3,0.4771,3
西瓦伍德,56885,3,0.4771,1
令人瞩目,56886,3,0.4771,3
无理数,56887,3,0.4771,3
黄刀峰,56888,3,0.4771,1
全日空,56889,3,0.4771,2
热流,56890,3,0.4771,3
望眼欲穿,56891,3,0.4771,3
舌根,56892,3,0.4771,3
卡凡纳,56893,3,0.4771,1
电报机,56894,3,0.4771,3
个体户,56895,3,0.4771,3
莎拉·康纳,56896,3,0.4771,1
征得,56897,3,0.4771,3
枯井,56898,3,0.4771,3
罗复活,56899,3,0.4771,1
支派,56900,3,0.4771,1
一中,56901,3,0.4771,3
雷蒙德·斯达克,56902,3,0.4771,1
正正,56903,3,0.4771,3
排雷,56904,3,0.4771,3
麦斯德森,56905,3,0.4771,1
艾斯帕伦萨,56906,3,0.4771,1
盖加,56907,3,0.4771,1
直挺挺,56908,3,0.4771,3
爱丽思,56909,3,0.4771,1
崔殷圭,56910,3,0.4771,1
托罗,56911,3,0.4771,2
痍,56912,3,0.4771,3
丹田,56913,3,0.4771,3
秋后算账,56914,3,0.4771,3
波西亚,56915,3,0.4771,1
代数和,56916,3,0.4771,3
景宰,56917,3,0.4771,1
罗蒙娜,56918,3,0.4771,1
伊姆提·西迪克,56919,3,0.4771,1
奥德尔罗比,56920,3,0.4771,1
帐幕,56921,3,0.4771,3
疾走,56922,3,0.4771,3
天灾人祸,56923,3,0.4771,3
德内塞,56924,3,0.4771,1
每股,56925,3,0.4771,3
炫硕,56926,3,0.4771,1
制式,56927,3,0.4771,3
贝尼,56928,3,0.4771,2
茶饭,56929,3,0.4771,3
计价器,56930,3,0.4771,3
德洛伦,56931,3,0.4771,1
马尔多纳多,56932,3,0.4771,2
哈密尔顿,56933,3,0.4771,3
罗非,56934,3,0.4771,1
德罗伊,56935,3,0.4771,1
圣奥古斯丁,56936,3,0.4771,3
韩仁秀,56937,3,0.4771,1
沃姆斯利,56938,3,0.4771,1
凯拉诺,56939,3,0.4771,1
栋梁,56940,3,0.4771,3
狄蒙拉吉亚,56941,3,0.4771,1
烽烟,56942,3,0.4771,3
预算内,56943,3,0.4771,3
滑石,56944,3,0.4771,3
图卡那湖,56945,3,0.4771,1
笆,56946,3,0.4771,2
面生,56947,3,0.4771,3
无由,56948,3,0.4771,3
崔相京,56949,3,0.4771,1
希尔雷·马,56950,3,0.4771,1
景况,56951,3,0.4771,3
秋子英,56952,3,0.4771,1
三环,56953,3,0.4771,2
法瓦尔,56954,3,0.4771,1
顺贞,56955,3,0.4771,1
科尼利厄斯·韦勃,56956,3,0.4771,1
宫门,56957,3,0.4771,2
护胸,56958,3,0.4771,3
继宇,56959,3,0.4771,1
涂脂抹粉,56960,3,0.4771,2
马蒂·巴赫,56961,3,0.4771,1
美伦,56962,3,0.4771,2
沃尔特·瑞本,56963,3,0.4771,1
罗赫,56964,3,0.4771,1
罗奇福德,56965,3,0.4771,1
圣奥尔,56966,3,0.4771,3
凡吐拉市,56967,3,0.4771,3
话茬,56968,3,0.4771,3
勃根,56969,3,0.4771,1
赵太范,56970,3,0.4771,1
登陆艇,56971,3,0.4771,2
雨果·查维斯,56972,3,0.4771,1
余美华,56973,3,0.4771,1
姝,56974,3,0.4771,3
马连晟,56975,3,0.4771,1
罗迟,56976,3,0.4771,1
罗辛,56977,3,0.4771,2
利顿,56978,3,0.4771,2
卡罗凯里,56979,3,0.4771,1
占先,56980,3,0.4771,3
瓦斯利,56981,3,0.4771,1
耍态度,56982,3,0.4771,3
布莱尼·威尔森,56983,3,0.4771,1
威利·沃斯利,56984,3,0.4771,1
皇城,56985,3,0.4771,2
约翰·帕特纳姆,56986,3,0.4771,1
士人,56987,3,0.4771,2
敏姬,56988,3,0.4771,2
有期,56989,3,0.4771,3
三毛,56990,3,0.4771,2
敢作敢为,56991,3,0.4771,3
笑逐颜开,56992,3,0.4771,3
艾克雷姆,56993,3,0.4771,1
作恶多端,56994,3,0.4771,3
布匹,56995,3,0.4771,3
安德鲁·拉吉曼,56996,3,0.4771,1
千岛湖,56997,3,0.4771,2
支护,56998,3,0.4771,2
织成,56999,3,0.4771,3
变速箱,57000,3,0.4771,3
纺织机,57001,3,0.4771,2
雨鞋,57002,3,0.4771,1
日出而作,57003,3,0.4771,3
加巴哈,57004,3,0.4771,1
拚搏,57005,3,0.4771,3
詹格,57006,3,0.4771,1
假案,57007,3,0.4771,2
麦克依,57008,3,0.4771,1
蜗居,57009,3,0.4771,3
维度,57010,3,0.4771,3
迪恩·怀廷,57011,3,0.4771,1
伯南扎,57012,3,0.4771,1
人防,57013,3,0.4771,3
敏哲,57014,3,0.4771,2
洛里德,57015,3,0.4771,1
枯坐,57016,3,0.4771,3
热症,57017,3,0.4771,3
路易斯·阿姆斯特朗,57018,3,0.4771,2
招用,57019,3,0.4771,3
漂浮物,57020,3,0.4771,3
诸国,57021,3,0.4771,3
修理铺,57022,3,0.4771,3
赌友,57023,3,0.4771,3
癞,57024,3,0.4771,3
亚热带,57025,3,0.4771,3
那口子,57026,3,0.4771,3
纳斯比,57027,3,0.4771,1
藏式,57028,3,0.4771,3
子明,57029,3,0.4771,1
无方,57030,3,0.4771,3
米诺斯,57031,3,0.4771,3
戕害,57032,3,0.4771,3
苏珊·戴维斯,57033,3,0.4771,2
抛砖引玉,57034,3,0.4771,3
营火会,57035,3,0.4771,3
初见成效,57036,3,0.4771,3
哈得逊,57037,3,0.4771,3
咂嘴,57038,3,0.4771,3
紧邻,57039,3,0.4771,3
敏卿,57040,3,0.4771,1
莫里亚提,57041,3,0.4771,1
洛维范,57042,3,0.4771,1
哗变,57043,3,0.4771,3
一千八百万,57044,3,0.4771,3
有法,57045,3,0.4771,3
阿康比尼,57046,3,0.4771,1
黄尘,57047,3,0.4771,2
程序化,57048,3,0.4771,2
蛋白石,57049,3,0.4771,2
醉眼,57050,3,0.4771,3
热热,57051,3,0.4771,3
理查德·加莱蒂,57052,3,0.4771,3
阿拉丁,57053,3,0.4771,3
库兰特,57054,3,0.4771,1
八十五,57055,3,0.4771,3
赫马尼亚,57056,3,0.4771,3
塞尔温,57057,3,0.4771,1
吉娜·亨特森,57058,3,0.4771,1
鲁道夫·霍勒威,57059,3,0.4771,1
李曼,57060,3,0.4771,2
尚武,57061,3,0.4771,2
爱秀铉,57062,3,0.4771,1
损人利己,57063,3,0.4771,3
库奇诺夫,57064,3,0.4771,1
乐音,57065,3,0.4771,2
塔斯卡,57066,3,0.4771,2
何利,57067,3,0.4771,1
訝,57068,3,0.4771,3
特长生,57069,3,0.4771,3
落落大方,57070,3,0.4771,3
垦荒,57071,3,0.4771,1
临危不惧,57072,3,0.4771,3
德·波林尼雅克,57073,3,0.4771,1
约什,57074,3,0.4771,2
基干,57075,3,0.4771,2
出口量,57076,3,0.4771,2
二极管,57077,3,0.4771,3
蒂芙妮,57078,3,0.4771,1
塔河,57079,3,0.4771,2
凯特·基特里奇,57080,3,0.4771,1
让乔伊,57081,3,0.4771,3
蜂拥而来,57082,3,0.4771,3
石焕,57083,3,0.4771,1
光度,57084,3,0.4771,3
材料费,57085,3,0.4771,3
十点一,57086,3,0.4771,3
布莱欧,57087,3,0.4771,1
画派,57088,3,0.4771,3
成团,57089,3,0.4771,3
马奈,57090,3,0.4771,2
阿兰·希勒,57091,3,0.4771,2
雷米·勒博,57092,3,0.4771,1
雷山,57093,3,0.4771,3
淋巴腺,57094,3,0.4771,3
鲍勃琼斯,57095,3,0.4771,1
海皇星,57096,3,0.4771,1
乐都,57097,3,0.4771,2
敏感区,57098,3,0.4771,3
姜在景,57099,3,0.4771,1
卡布桥,57100,3,0.4771,1
甚笃,57101,3,0.4771,3
迪拉克,57102,3,0.4771,1
贾丝帕·艾尔文,57103,3,0.4771,1
尚泰,57104,3,0.4771,1
光州,57105,3,0.4771,3
艾布纳,57106,3,0.4771,1
马寿,57107,3,0.4771,1
维奥拉·海斯丁斯,57108,3,0.4771,1
马宏,57109,3,0.4771,2
埃坦,57110,3,0.4771,1
塔林,57111,3,0.4771,2
西蒙·德沃,57112,3,0.4771,3
玛丽卡·多诺索,57113,3,0.4771,2
卡西里亚,57114,3,0.4771,2
投产,57115,3,0.4771,3
乔尔·尼米克,57116,3,0.4771,1
通信兵,57117,3,0.4771,1
格哥,57118,3,0.4771,1
埃多,57119,3,0.4771,1
舝,57120,3,0.4771,1
西格尼,57121,3,0.4771,1
行方便,57122,3,0.4771,2
康涅,57123,3,0.4771,1
雨靴,57124,3,0.4771,3
高梅兹,57125,3,0.4771,3
整流,57126,3,0.4771,3
简·贝拉米,57127,3,0.4771,1
莫瑟尔,57128,3,0.4771,1
哈杰,57129,3,0.4771,1
镣,57130,3,0.4771,3
查尔斯·卡麦克,57131,3,0.4771,1
拉甘比娜,57132,3,0.4771,1
瑞琳,57133,3,0.4771,1
马里克,57134,3,0.4771,2
诺曼第,57135,3,0.4771,2
戴劳尔,57136,3,0.4771,1
强震,57137,3,0.4771,2
刘吉,57138,3,0.4771,1
航站楼,57139,3,0.4771,3
孺子,57140,3,0.4771,3
强音,57141,3,0.4771,3
变废为宝,57142,3,0.4771,3
半路出家,57143,3,0.4771,3
客客气气,57144,3,0.4771,3
巩膜,57145,3,0.4771,3
李维里,57146,3,0.4771,1
多姿,57147,3,0.4771,3
班迪尼,57148,3,0.4771,1
水陆,57149,3,0.4771,2
强雄,57150,3,0.4771,1
塞涅尔斯,57151,3,0.4771,1
肟,57152,3,0.4771,3
沧,57153,3,0.4771,2
蔷,57154,3,0.4771,2
迪拉姆,57155,3,0.4771,2
核裂变,57156,3,0.4771,3
满目,57157,3,0.4771,3
蓝冰,57158,3,0.4771,1
安全系数,57159,3,0.4771,3
马博,57160,3,0.4771,1
毛毛糙糙,57161,3,0.4771,3
尤妮卡·贝比亚,57162,3,0.4771,1
扣帽子,57163,3,0.4771,3
奥本纳,57164,3,0.4771,1
生非,57165,3,0.4771,3
阿提卡,57166,3,0.4771,3
石竹,57167,3,0.4771,2
君特泰勒,57168,3,0.4771,1
梅瑞特,57169,3,0.4771,1
超女,57170,3,0.4771,3
